,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
593, on 07/09/16 13:06 PM (PDT),Ian Bodrov ,2016 Nissan Frontier  SV 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Great quality for the value," This is a solid truck.  Heavy truck for mid size.  Handles well when driving and going around turns it really hugs the road, feels great to drive.  Owned a Toyota Tacoma before but didn't have as much power and felt lighter and didn't handle the best when going around turns.",5
594, on 06/25/16 22:56 PM (PDT),David ,2016 Nissan Frontier  SV 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Good value," This vehicle, a 2016 Frontier SV does not have automatic headlights. Almost every truck does. The LED screen is just 5 inches when most trucks are eight inches or more.  Very stiff ride, which I like. Dealer was excellent. Second Nissan Frontier that I have owned.",5
595, on 06/19/16 11:49 AM (PDT),Albert Auckland ,2016 Nissan Frontier  PRO-4X 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Poor gas mileage.12 miles to the gallon, Fuel mileage poor.,5
596, on 05/26/16 16:19 PM (PDT),Howard Smith ,2016 Nissan Frontier  SV 4dr Crew Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A),My new Hammer!," This is my seventh Nissan Frontier and they are the hardest working little trucks you can buy. Although it is a good-looking truck ,they are rugged hard-working little trucks too. I work in construction and use mine for hauling drywall, tools and trailers every day. With a half ton payload and 6000 pounds hauling  capability I regularly carry large load up and down the hills of West Virginia! I have been pleased with every truck I have owned from Nissan clear back when they were still Datsun trucks.  I normally put 25 to 35,000 miles a year on these trucks and they require very little maintenance and hold up well to my abuse! I use mine as a tool - and I love my new hammer!    Two years and 51,000 miles later and still very very happy with my frontier. Couple scratches and a dent or two as its a work truck,but reliable and dependable every day. I haul my 20 ft trailer with a compact end loader backhoe on it with ease regularly.Not just on flatland but here in the mountains of WVa ! With ease. That speaks volumes. Love,love,love my Frontier.",5
597, on 05/25/16 17:59 PM (PDT),Marshall ,2016 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),"Nice, No Frills Crew Cab SV 2015"," I bought this truck because I wanted a 4x4 midsize truck that would fit in my garage without paying 35+ thousand dollars. It is a nice, reliable truck that is fairly comfortable in the front and I like the heated cloth seats. I drove 1000 miles straight thru and had no problems. However, the back seats are terrible and I would feel sorry for anyone who has to ride in the back. Luckily, I am generally the only one in it so for me it isn't a problem. The infotainment system is ok, but not great. I have trouble with the primary apps (Pandora and Iheart Radio) dropping off occasionally and the speakers aren't great. It has dual climate control which I love. I also like the value package that came with the truck that allows for tying down cargo in the bed, along with the bed extender. My biggest and loudest complaint is the awful, terrible gas mileage. The truck has plenty of power, which is nice, but it is at the expense of gas mileage. There are full-size trucks out there that get way better fuel economy. In all, it is a nice reliable truck. I like it and would recommend it, but just understand what your getting. I am leasing this for another 1 1/2 yrs and will probably let it go primarily because of the gas mileage. However, if they can improve on the fuel economy before my lease is up then I would have no problem getting another one, because it is a nice truck otherwise.",4
598, on 05/18/16 10:16 AM (PDT),Tina Austin ,2016 Nissan Frontier  PRO-4X 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 6M),Great Truck," So far I love this truck.  I have only had it a month and I love the way it drives and handles the road.  If I had to give a negative, the navigation system is a little bit lacking and subpar to say a store bought dash GPS.Other than that, Great Truck!!!",5
599, on 05/04/16 08:08 AM (PDT),S K ,2016 Nissan Frontier  PRO-4X 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),2016 Nissan Frontier Pro4x," Traded my 2009 dodge ram in for the 2016 Nissan frontier pro4x. I AM LOVE ! I have been looking for a new vehicle because my dodge literally was crumbling in front of me. Thought about going for the new Tacoma, but I didn't like that it was the first run of the "" completely renewed Tacoma "" so I went for the frontier. The thought of it not being changed since 2004 really grabbed my attention as they hold their value so well. I owned a 2006 jeep wrangler before my dodge and I would say the frontier drives super similar to how the older jeeps drove, which is why I fell in love with the pro4x. If you want a solid riding, reliable truck, then I say go for the frontier.",5
600, on 05/03/16 14:56 PM (PDT),Robert W. McReynolds ,2016 Nissan Frontier  S 4dr King Cab 6.1 ft. SB (2.5L 4cyl 5M),Manufacturer defective driver's side seat," My new 2016 Frontier is missing a bunch of padding near the backrest in the drivers seat. Feels like you are sitting in a hole and hurts my back.  Nissan is not willing to replace or repair the seat. Passengers seat has the padding and is comfortable. 100% dissatisfied with Nissan Customer Service. I purchased a new 2011 Frontier and was very happy with the truck, so purchased a new 2016 exact copy. Both driver and passenger seats on the 2011 were identical and comfortable.   After dealing with Nissan Customer Service, I WILL NEVER BUY ANOTHER NISSAN PRODUCT! The dealer and Nissan indicated they would write no more repair/complaints. So much for the LEMON LAW!",1
601, on 04/18/16 21:43 PM (PDT),David ,2016 Nissan Frontier  Desert Runner 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),A 6 time Nissan owner not disappointed," To further update my Frontier...Still going strong. I took it to Washington in the Cascade Mtns during a snow storm.It was a little squirrelly to drive.While I was thrre, I purchased new tire chains for my semi truck, so I put about 400 lbs in the bed.Not sure footed, but not squirrelly either.  A set of tire cables did the trick.  Not very happy with the paint quality, despite wax and polish, a stiff breeze scratches it.The truck is definitely not lacking in power, and has straight up beaten my Siverado in straight line acceleration.  The odd thing is, they both average 21 mpg.Silverado: 8 cylinders, 5.3 liter, 4wd, crew cab, mostly highway driving.Frontier: 6 cylinders, 4 liter, rwd, Desert Runner crew cab, with 30/70 city/highway driving.I have been told that the rear seat is very uncomfortable to sit in, and both people likened the seat to a folding chair. My wife says it rides like a buckboard, and runs like her Maxima.  She actually will drive it, where as ""The Behemoth"" (her pet name for my Silverado)She will not drive.  As a happy Nissan customer for years, I will be buying another in the future.Been eyeing the new XD. I'm a pretty big guy.  6'4/ 260 lbs.  I traded up for my 2009 king cab 2.4 liter manual transmission.  Got the price I wanted.  I was able to find a Desert Runner, in Silver with the hokey decals already removed.  Maybe I'm used to semi truck brakes, but I have no trouble stopping my Frontier.  I expect the audio system to go first.  My wife's second Maxima is the only one (out of six) that didn't fail.  I question Nissan'sInterior color choices, and the materials seem flimsy, but they are very durable.If you want fluff and gadgetry, look elsewhere.  If you want a solid, well  made, Reliable and durable car, buy a Nissan.  I have owned Nissan since 1987,  All went 120k miles problem free and I know two of the six are still being driven by our children. I currently own two Chevrolets that I can't say the same about.   Can't buy a comparable well made vehicle for the same price.",4
602, on 04/06/16 08:34 AM (PDT),David Jewell ,2016 Nissan Frontier  SL 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),I test drove it and walked away," This is a nice mid sized truck, however the brake pedal is very sponge and goes down almost to the floor.  We checked with the service manager and said the brakes are designed that way.  Also I felt the controls were confusing, remembering I did not have a chance to really study them.  I'll keep my Silverado.",3
603, on 04/05/16 10:57 AM (PDT),Charles Craig ,2016 Nissan Frontier  SV 4dr King Cab 6.1 ft. SB (4.0L 6cyl 5A),Very Satisfied with My Truck!," Recently I purchased a new Nissan Frontier SV King Cab with the 4.0 V6 automatic, and I really like it. For about two years prior to my purchase, I considered the Frontier as well as the Toyota Tacoma and to a lesser extent the Chevy Colorado. There are several reasons why I chose the Frontier over the Tacoma or Colorado. Among those reasons is way it drives; the Frontier handles very well and feels very solid on the road. The interior and seating position felt more ""right"" to me than its competitors. In my opinion, the Frontier's exterior looks much better than the Tacoma and even the Colorado. Finally, for the money, I believe I got a much better deal with the Frontier, paying thousands of dollars less for what I would have paid for similar features in its competitors.I have owned other pickups in the past, including a Mazda pickup, an older Toyota pickup, and a Ford Ranger, and in my opinion the Nissan Frontier is clearly the best of them all, even though it is really not fair to compare this Frontier to the older trucks. While this particular version of the Frontier has been around for more than a decade, it is still very up-to-date. My truck has Bluetooth, XM Radio, a USB jack, and apps available in the entertainment system. So far, I have hauled several loads and towed a small utility trailer with no problems at all. I am very satisfied with the Frontier and would without hesitation recommend it to others.",5
604, on 03/27/16 09:14 AM (PDT),Thom Phillips ,2016 Nissan Frontier  SV 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Tacoma or Frontier," Still very happy with my 2016 Frontier, would have liked to trade in for a model with later tech and better milagebut Nissan isn't there yet with the Frontier, added to the fact the prices are higher for less. My 2016 came with many option standard and now only a few are standard still adding to the higher prices. I have had my dealer calling me to trade but I am sitting on what I have until they offer some better features and then I will see if I want to pay the price. I currently have 16k miles after 25 months.",4
605, on 03/25/16 17:43 PM (PDT),Tommy ,2016 Nissan Frontier  SV 4dr King Cab 6.1 ft. SB (4.0L 6cyl 5A),Former Ranger owner," Having owned many Rangers, (which were very strong tough trucks) the Nissan Frontier is by far the better truck. Very strong frame, very solid riding. The engine, V-6  strong, plenty of torque. The price advantage is excellent. A similar equipped Toyota Tacoma will list for apron $4.000 more.",5
606, on 03/24/16 09:48 AM (PDT),Don Shirley ,2016 Nissan Frontier  S 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 6M),Save a nickle Nissan?," After one year, I opened the door for the cabin filter and 1) the latch broke, and 2) there were no cabin filters installed.   Really had to save a nickle and leave out two paper filters?   Not impressed.",4
607, on 03/20/16 17:09 PM (PDT),Craig Laughlin ,2016 Nissan Frontier  S 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Nice rental but I wouldn't buy it.," I've had the 2016 rental 3 weeks while my car is getting repaired from an accident.  I enjoy driving the truck as it has plenty of power and handles very well, but the mileage is nowhere near its EPA rating.  I'm getting only 12-15 mpg with 2/3rd of more of my driving on highways.  A lot of full size trucks do better.  What really surprised me is the lack of small features I've grown accustomed to in my GM vehicles.  The lights are manual - you have to turn them on and off.  C'mon!  I had a 2003 Chevy S10 pickup (base work truck model) that had automatic lights.  This Frontier is a loaded model and it doesn't have this feature.  It also lacks a vehicle travel computer showing instantaneous and average speeds and gasoline consumption, miles until empty, etc., nor an outside temperature readout.  I read through the manual to find out if they are hidden behind some function on the radio/info center.  Every GM vehicle I've had since 2007 has all these as standard on every model and trim level.  Also, it didn't have the rear camera, though the manual indicated some models have it.  I expected it on a loaded 4wd full cab 4x4.  Again, a feature that GM is making standard on all vehicles.",3
608, on 03/13/16 06:49 AM (PDT),Tim Lenihan ,2016 Nissan Frontier  SV 4dr King Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A),Steering Steering Steering," I'll keep this short. Needed a truck to replace my 2001 Ford Ranger 4x4 and this truck appeared to fit that need. Negotiated for a good price and road tested it on local roads, less than 50mph. It handled ok. What a surprise though when driving on highway or any back roads that are posted 50 plus that have curves. You'll need to work that steering wheel to keep the truck on line. I drive school buses, flat noses and conventional, and they handle 10 times better than this truck. Fortunately  for me most, not all,, is local driving. If your thinking about buying this truck, road tested it like no other vehicle you've bought before.",3
609, on 12/20/15 18:49 PM (PST),Joe ,2016 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),2nd Frontier," I originally bought a 2015 SV V6 2WD King Cab (in May 2015).  After using it for 6 months it became obvious there was not enough room in the cab when I needed to carry passengers.  I was also a little disappointed with the lack of features I have become accustomed to in my new vehicles - heated  seats, compass, outside temp, rear camera............While the reviews of this 2015 vehicle were not outstanding, I was happy (overall) with my truck.  It was fairly noisy, but it fit my expectations of a truck.  (I want to be able to carry stuff, with reasonable expectations for performance and reliability.)So after getting a reluctant nod from my wife, I bought the same truck as a 2016 (November 2015).  However, this time it was a 4 door SV with the value truck package.This version is much more usable, with less road noise. Gas mileage is not outstanding, but it's not rediculous (as you might expect from the reviews).  I get 20 mpg consistently (combined). The features and controls work well, and are simple to use.  However, they may be somewhat dated in their design.  Again they honestly meet my expectations for a truck.I did look at the new Chevy when I bought the 2015.  The dealers were unwilling to negotiate on the price, and there were few vehicles available on the lot.  There were no Toyota's available in a 2WD, and the dealers were even less willing to negotiate about the price. To be honest, I may be unlike many who want a pick-up.  I'd really prefer a small/mid pick-up that would be based on a small SUV.  This would likely improve gas mileage, and address the main reason I have a pick-up.  Did I mention I want to have the ability to carry stuff......  I am not a farmer or tradesman, so I don't need all the bulk and capacity of a real pick-up.  I use this vehicle to go to work, shopping, and just general transportation.Given the 3 small trucks currently available in the market, I think the 4 door Frontier is a competent choice.  It doesn't seem to have any of the concerns noted in many of the customer reviews for the new GM's or Toyota, and the gas milage is not significantly different.",4
610, on 11/30/15 11:46 AM (PST),Gary Wittenborn ,2016 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),2016 Nisson Frontier," In May, 1017, I traded my Nisson truck in on a 2016 Honda CRV.  I have arthritis in my back, hip, & shoulders so it became more difficult to raise & lower the tailgate & bed cover.  Also, gas mileage was worse than anticipated.I NO LONGER OWN THIS TRUCK.",4
611, on 09/06/18 07:35 AM (PDT),Jeremy Goins ,2018 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),what i want for what i am willing to pay," I picked up a 2015 sv crew cab 4.0 auto about 3 months ago with 46k for $16.8k. I bought the truck from a kia dealership as is and have had bad experiences buying as is trucks so I added a 3 yr 36k for close to 2 grand. After the dealer got there cut i ended up paying around 21. Minus 2 k in cash i financed around 19 for a truck with proven reliability and dependability and under 50 k. I researched the vehicle online and the only consistent problem I found was the 4.0 likes to  jump time around 100k. I feel like knowing this and addressing it around 90 k it should be fine, I am not worried. The price of new trucks now a days is stupid. I refuse to pay over 25k for something i am going to beat on sometimes. It has the comforts i need bluetooth, cruise control, room for my kids car seats and a small bed for random stuff with adjustable tie downs. My sister, my son(5) and myself all took a 9 hour trip to eljay, georgia north of atlanta and it rode great. If I want great gas mileage in a vehicle I will not buy a truck. I do a lot of interstate driving about 375 mi a week and this truck is great. I was driving a leased kia soul ( my wife's previous car it is a long story it is what made the most financial sense don't judge) the ride is about the same to me. It is pretty early on right now so anything could happen. But after talking with 3 or 4 frontier owners before purchasing this I am confident with proper maintanence  that it will last me another 200k",4
612, on 09/03/18 19:17 PM (PDT),Dennis C. ,2018 Nissan Frontier  SV 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Meh," I decided to spend a little more and get the Tacoma.  Overall, I think I made a wise choice. Everything about the Frontier just felt average at best. Plus, Tacomas hold their value much better.",3
613, on 08/09/18 05:00 AM (PDT),Jim D ,2018 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),2018 SV V6 Midnight Edition," I decided to move to a midsize pickup so that I could put it in the garage with my wife's large SUV (Tahoe). I compared the Frontier, Tacoma, and Colorado and decided on the Frontier. I love the look of the Midnight Edition. I went with the granite exterior and the black lettering and wheels are really sharp. Plenty of room in the front for me and adequate room in the back for passengers. I really like the track system in the bed with the movable cleats to secure cargo. The 4.0 liter V6 provides plenty of power and torque. I would like better mileage, but it is really not much less than the competition. I also like that the engine and transmission have been around for a while and have had relatively few problems.  This promises to be a reliable truck. It would be nice to have a better sound system and more interaction with mobile devices, but that is definitely not a deal breaker for me. Oh, and I was able to get this truck new for less than $26k and at 0.9% financing. Tacoma and Colorado could not touch the price and did not look nearly as nice. I would definitely recommend this vehicle.",5
614, on 08/03/18 14:12 PM (PDT),ART BOWEN ,2018 Nissan Frontier  SL 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),DEBATABLE VALUE," 1. Extremly skittish on rd. Do not takes eyes off the road 1 second or will wander. Crazy idiot light (secure light) flashes on dash every few seconds with ignition off, key removed or not, doors unlocked or locked, windows up or down. What does the (secure light) signify? Nobody knows. If lock pu in the garage, pu doors automatically lock after a period of time so can not leave keys in ignition. Can barely hear alarm buzzer when head lights left on , key in ignition wih door open. Dealer says non fixable. Mickey mouse design.",3
615, on 07/29/18 05:06 AM (PDT),Chuck ,2018 Nissan Frontier  SL 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Second Frontier," This is my second Frontier Crew Cab.  My first one, LE 4x4, was 10yrs old and I loved it.  64,000 miles in fabulous condition, until someone ran a red light and hit me head on.  Insurance company gave me $17,000 for it, all true.  So I knew I wanted another Frontier.  Even though the mileage still stinks, it's what I wanted.  Nissan fixed the turning radius problem of my 2008.  The sunroof is nice and the dual climate control helps.  I don't understand why there's no push-to-start yet.  Ugh.  I'm not a fan of leather seats, but i'll give it a whirl.  If Nissan comes out with the European model in the US soon, I already have a buyer for this Frontier.",4
616, on 07/25/18 04:10 AM (PDT),Andy B ,2018 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),Frontier for father of two, Looked at all the midsize trucks. 2018 Frontier midnight sv is a great truck.  Wanted a truck I could easily park. Paid $31k which includes an extended warranty to 7 yr 100 miles.  Plenty of room for me and two boys. Able to put all their sports gear in the bed.,5
617, on 07/17/18 17:34 PM (PDT),Eric Smith ,2018 Nissan Frontier  Desert Runner 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),2018 Desert Runner (Love the wheels)," Looked at other trucks (Toytoa Front to tight for tall people and 7 to 10K more)  Now there is the (Honda looked good, more toys and less bang for the buck)",5
618, on 07/01/18 08:08 AM (PDT),John ,2018 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),Artic blue," I was going to buy a tacoma. The cost was 3k more than the frontier. The tacoma had a 2.7 4cyl. Frontier 4.0 6cyl. Frontiers back seat was roomier, and the front seats were more comfortable. The tacoma's exterior was boring. Steaight paint nothing else, plus cheap looking wheels. The frontier had chrome an extended bed and a bed tracking system-nice. Couldn't be happier. I know that tacoma's have been great, but they are asking too much for a basic 4cyl.",5
619, on 06/26/18 11:49 AM (PDT),scorpion ,2018 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),enjoy the frontier, This truck will be all you need.,5
620, on 05/26/18 18:53 PM (PDT),Thunder Mtn. Kid ,2018 Nissan Frontier  SV 4dr Crew Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),Hands down a better value than Tacoma," Spent $3K less on a 4WD than a 2WD Tacoma was going to run me and i've own three 4WD toyotas over the years (a 22R, 3.0l, and a 4.7l Tundra).  No transmission issues at all as compared to the new Tacoma.  My test-drive of the tacoma verified what i read here on Edumunds regarding the ""hunt"" for the proper gear.  First long-haul mileage was 23.6, acceptable.   The radio button could be larger for convenience.  IMO, the frontier is a much better value than the tacoma.",5
621, on 05/15/18 13:32 PM (PDT),Patrick S ,2018 Nissan Frontier  SV 4dr Crew Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A),Love This Truck," This truck is not very well reviewed by the major reviewing sources in my humble opinion because it is not as fancy as some of the others out there.  However, when you look at most customer reviews they are all pretty positive and so is mine.  This truck is by far the best value in it's class.  Does it have all the bells and whistles that competitors similar models have?  Not necessarily.  However, what it does have is a great engine and tranny, a comfortable interior, all the technology I wanted/needed on the inside, and looks absolutely great.  It is truly a pleasure to drive this truck.  The only real downside I can think of is it's a little rough sometimes on quick accelerations from a stop and the crew cab back seat area is a tad bit cramped and the mpg (but that is the same with most V6 4WD models).",4
622, on 05/02/18 10:55 AM (PDT),Larry W. ,2018 Nissan Frontier  S 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),Great all around truck," I have the 2016 Frontier crew cab S model, 4 liter automatic,  the shift is very smooth, great acceleration.  I do mostly city driving, I get any where from 15 to 17.5 mpg in the city and 22 to 24 on the highway. It all depends on how you drive it.  The rear seat leg room is a little small, but the truck will fit in my garage.  Easy for me to get in and out of. Cock pit area is nice.  A/C, blue tooth, entertainment are all very good.  Some of the articles you read about gas mileage compared to Toyota Tacoma are misleading, there are no real noticeable different between the two, maybe 1 or 2 mpg. It's all about how you drive it. Plus the Frontier is somewhat lower in price.  No big deal that the overall styling is pretty much the same for the last 10 years or so, it's reliability that counts. The handling on the high way  holds the road very well, the ride is a little stiff going over bumps, but it's a truck.  I added my own rear view camera and monitor for around $55.00 from Amazon.",5
623, on 04/16/18 16:10 PM (PDT),M Tuck ,2018 Nissan Frontier  S 4dr King Cab 6.1 ft. SB (2.5L 4cyl 5A),Great truck no problems," Great Pricing And Rebates,Service Is Great Too",5
624, on 04/08/18 10:49 AM (PDT),Sam ,2018 Nissan Frontier  SV 4dr Crew Cab 5.0 ft. SB (4.0L 6cyl 5A),Great truck with surprising features," Had a 2017 Toyota Tacoma and couldnt wait to trade it for something else.  The frontier has better acceleration, the transmission works tons better and the ride is much more comfortable than the Toyota.  The cab is a little bit smaller but negligible.  I bought the midnight edition crew cab which comes with a spray in bedliner, bed extender, rear sonar, heated seats, dual zone climate control and a lot of other goodies.  The price for his versus a similarly equipped Tacoma was at least 7000 less.  You cant go wrong with this Frontier.",5
625, on 04/05/18 12:39 PM (PDT),foolbuster ,2018 Nissan Frontier  SV 4dr King Cab 6.1 ft. SB (4.0L 6cyl 5A),A good truck for the money," The Nissan Frontier king cab is a mid size truck which will appeal to people with small or no children as the rear seats in the are very small. The truck is far easier to park and maneuver than large trucks although the turning radius could be better. The engine is strong and the instrumentation is well laid out and simple.   The sound system is fair even with the 6 speakers offered in the value pack. The truck accelerates well and steering is good.  The ride is ""truckish"" and bumps will be felt. Some wind and tire noise can be heard. In order to get the nicer amenities one will have to get the crew cab or an upgraded model such as the Pro 4x. Even with its drawbacks the Frontier is still a nice truck. Nissan kept the cost down by using less costly materials and using the same basic style for many years.  The Colorado, Canyon, Tacoma and Ridgeline are more modern and offer more luxury items but you will pay for them. The Frontier is a sturdy basic truck that will get the job done at a reasonable price.",4
626, on 09/09/18 07:47 AM (PDT),Mark Proffitt ,2017 Nissan Armada  SL 4dr SUV (5.6L 8cyl 7A),"Over 51,000 miles in 11 Months"," I drive this vehicle for Uber and Lyft, about 200 miles per day 5 days a week. Over 51,000 miles and not one squeak or rattle and never been back to the dealer for any repairs, adjustments or repairs. A real workhorse.",5
627, on 08/04/18 10:00 AM (PDT),S.L. ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),Not worth the money," I bought this vehicle because as a previous Nissan owner I had a high confidence level in quality and performance.  The 2017 Nissan armada platinum has been a disappointment. In just at a year of ownership the battery has had to be replaced, the key fob batteries have been replaced and still give me issues on opening the vehicle and using g for ignition, the engine has had to be re programmed the transmission had issues with pulling while shifting hears so it had to be re programmed the USB ports encasement was not properly built in the abs system has been replaced and now the ADAS system has been replaced.  In all honesty the vehicle has been seen for the same issue (while driving I get. Amessage with all icons on. The dash board lit that I need to pull over stop and turn off the vehicle and restart it. Only to find the vehicle will not re start) this issue is still exists y and no one knows how to fix it because they can't re-create the issue.   Nissan of San Marcos has been no help and Nissan One has been even worse at at least trying to find a resolution.  I highly recommend if you are considering an armada I urge you. RECONSIDER!!!",1
628, on 07/18/18 18:23 PM (PDT),Robert Chaves ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),A $50K SUV that only works on clear sunny days," Let me say I really wanted to like this car.  I had high hopes for it.  I traded a Chevy Tahoe for my 2017 Amada Platinum 4WD and I initially loved it untill it rained and snowed.  The problem is that the car has a ton of electronic safety features but they are too sensitive so when it rains heavily or when it snows and you get a small snow flake on your bumper, the front bumper sonar report a ""front radar obstruction"" issue which the car interprets as you being close to crashing with something so you get uncontrollable beeping that can only be stopped by turning off the sonar from the central console.  One additional quirk is that every time this happens, all your radio presents for FM 2 or XM 2 & 3 (there are three sets of presets) will be lost for 24 hours.  After roughly 24 hours, the presents often (not always) come back.  I've taken the car into service twice for this and brought them video (I've filmed the driver's console during a rain storm showing it showing the ""front radar obstruction"" error during a rain storm) and the dealer has returned it both times stating it is working as expected.  Thus, this is a $50K car that apparently was manufactured to work only in clear sunny days.",2
629, on 02/03/18 03:11 AM (PST),AnyS ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),Very happy," Don't always believe the ""professional"" reviews, especially with this vehicle. Read the actual experience of the owners, much more realistic and reflect actual experiences. I love my new Platinum, size, ride, technology, quality are all great. Yes, there is a fuel penalty having a 390hp power plant but that is really the least expensive part of ownership and a trade off I am willing to accept to get the towing capacity. Take one for a test drive if you are looking in this class, well worth it.",5
630, on 01/24/18 07:06 AM (PST),Asad ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),The Incredible Beast," I purchased my used 2017 Platinum edition with only 14,000 miles. This is by far the best SUV in its class when it comes to power, reliability, handling, safety features and overall value.  Strengths - Smooth acceleration, very powerful V8, 390 HP, nice safety feature with adoptive cruise control, 360 degree view to help you park easily into the parking spots, heated and cooling front seats, and great entertainment system (comes with two screens embedded in the back of the driver and passenger seats with option to run them separately with an adopter). Opportunity: Fuel economy could be a bit better but they it is in the acceptable range of other SUVs. Overall, I absolutely LOVE, LOVE, LOVE this vehicle and every where I go I get nothing but compliments especially from the guys.",5
631, on 01/23/18 13:44 PM (PST),Big Ed ,2017 Nissan Armada  SL 4dr SUV 4WD (5.6L 8cyl 7A),2017 Armada SL," Looked extensively at all the options.  Less money than Chevy, GMC and Ford for the same type/options.  Hard to see why the GM stuff is so much more. (For the record owned 8 new GM vehicles.)  Compared against the old Ford, in short no comparison ( I have owned 5 new Ford vehicles).  Quite good tow vehicle (very important to me).  Very good room in the second row.  IMPORTANT driver seat ""sits"" high (does go down enough for tall drivers, >6') this is one thing I live with.  V8 has a more pleasant sound than the GM products and is very responsive.  GM products do shift slightly smoother.  The ""bones"" of this truck (sold over seas as the Nissan Petrol) is much more off road focused than either the GM or new Ford products.  Please consider comparing to the Infiniti version (Q80) much the same vehicle.  Suggest ""Googling"" Nissan Petrol to read overseas reviews.",5
632, on 12/11/17 14:20 PM (PST),Angelo Howard ,2017 Nissan Armada  SV 4dr SUV (5.6L 8cyl 7A),Heavy SUV, Great SUV handle very well and comfortable to drive with plenty of leg room and space for passage's and cargo.,5
633, on 12/04/17 14:55 PM (PST),James M. ,2017 Nissan Armada  SV 4dr SUV 4WD (5.6L 8cyl 7A),"GREAT UPGRADE FROM MY 2008 SE MODEL, BUT LACKING.."," Overall look, feel, and price range is well worth it. I chose an SV because of my large family. The captains chairs in 2nd row were an issue. Even for a “BASIC” model the truck is amazing. The feel of it, the handling, the braking, and the power of the truck are a lot better than the 2008 which I traded in. My 2008 was very well maintained to a point it put money down on the new one, paid for my extended warranty, and put some money into my pocket. Just to give you a sense of how well my 2008 was. Now with all good things come some bad things too. The 3rd row is more like the 3rd row of a Pathfinder than an Armada. Also, NYC traffic limits me to about 12 mpg on gas but while driving on I-95 to Florida and back the system reset itself to give me 18 mpg. Lastly, as someone else stated in a review, the transition from 2nd gear to 3rd gear is weird. It kind of feels as if 3rd gear is not even there. Feels as the truck is being held back, and as you floor it a little bit, 4th gear kicks in and it picks up really quickly at that point. Couple of times I did 105 mph with no issues and no one in the family knowing.",5
634, on 10/15/17 08:44 AM (PDT),Stephen Imes ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),Comparison to Tahoe ltz," I understood he Tahoe LTZ. Purchase price was over 10,000 more than my new Armada 4 wheel drive Platinum. The Armada is by far the better deal. None of the nagging creeks and rattling of the LTZ. Better power, more technology, much nicer interior. I will not buy another Chevy product",5
